binary_error,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id
0.21688690842040564,15.292977333068848,False,,,1,0ea3cca4fe8e47b9a0853985ac41fe47,2021-03-18_15-56-29,1616082989,15.292977333068848,36705,MacBook-Pro-3,192.168.0.4,15.292977333068848,0,1,540e8_00008
0.21688690842040564,0.21919775009155273,False,,,2,0ea3cca4fe8e47b9a0853985ac41fe47,2021-03-18_15-56-29,1616082989,15.5121750831604,36705,MacBook-Pro-3,192.168.0.4,15.5121750831604,0,2,540e8_00008
0.21688690842040564,0.23962807655334473,False,,,3,0ea3cca4fe8e47b9a0853985ac41fe47,2021-03-18_15-56-30,1616082990,15.751803159713745,36705,MacBook-Pro-3,192.168.0.4,15.751803159713745,0,3,540e8_00008
0.21688690842040564,0.19970488548278809,False,,,4,0ea3cca4fe8e47b9a0853985ac41fe47,2021-03-18_15-56-30,1616082990,15.951508045196533,36705,MacBook-Pro-3,192.168.0.4,15.951508045196533,0,4,540e8_00008
0.21688690842040564,0.22400522232055664,False,,,5,0ea3cca4fe8e47b9a0853985ac41fe47,2021-03-18_15-56-30,1616082990,16.17551326751709,36705,MacBook-Pro-3,192.168.0.4,16.17551326751709,0,5,540e8_00008
0.21688690842040564,1.8017969131469727,False,,,6,0ea3cca4fe8e47b9a0853985ac41fe47,2021-03-18_15-56-32,1616082992,17.977310180664062,36705,MacBook-Pro-3,192.168.0.4,17.977310180664062,0,6,540e8_00008
0.21688690842040564,4.271245002746582,False,,,7,0ea3cca4fe8e47b9a0853985ac41fe47,2021-03-18_15-56-36,1616082996,22.248555183410645,36705,MacBook-Pro-3,192.168.0.4,22.248555183410645,0,7,540e8_00008
0.21688690842040564,0.21402406692504883,False,,,8,0ea3cca4fe8e47b9a0853985ac41fe47,2021-03-18_15-56-36,1616082996,22.462579250335693,36705,MacBook-Pro-3,192.168.0.4,22.462579250335693,0,8,540e8_00008
0.21688690842040564,0.22091388702392578,False,,,9,0ea3cca4fe8e47b9a0853985ac41fe47,2021-03-18_15-56-36,1616082996,22.68349313735962,36705,MacBook-Pro-3,192.168.0.4,22.68349313735962,0,9,540e8_00008
0.21688690842040564,0.20514988899230957,False,,,10,0ea3cca4fe8e47b9a0853985ac41fe47,2021-03-18_15-56-37,1616082997,22.88864302635193,36705,MacBook-Pro-3,192.168.0.4,22.88864302635193,0,10,540e8_00008
0.21688690842040564,0.22509503364562988,False,,,11,0ea3cca4fe8e47b9a0853985ac41fe47,2021-03-18_15-56-37,1616082997,23.11373805999756,36705,MacBook-Pro-3,192.168.0.4,23.11373805999756,0,11,540e8_00008
0.21688690842040564,0.21364903450012207,False,,,12,0ea3cca4fe8e47b9a0853985ac41fe47,2021-03-18_15-56-37,1616082997,23.32738709449768,36705,MacBook-Pro-3,192.168.0.4,23.32738709449768,0,12,540e8_00008
0.21688690842040564,0.21907520294189453,False,,,13,0ea3cca4fe8e47b9a0853985ac41fe47,2021-03-18_15-56-37,1616082997,23.546462297439575,36705,MacBook-Pro-3,192.168.0.4,23.546462297439575,0,13,540e8_00008
0.21688690842040564,0.2271428108215332,False,,,14,0ea3cca4fe8e47b9a0853985ac41fe47,2021-03-18_15-56-38,1616082998,23.77360510826111,36705,MacBook-Pro-3,192.168.0.4,23.77360510826111,0,14,540e8_00008
0.21688690842040564,0.283872127532959,False,,,15,0ea3cca4fe8e47b9a0853985ac41fe47,2021-03-18_15-56-38,1616082998,24.057477235794067,36705,MacBook-Pro-3,192.168.0.4,24.057477235794067,0,15,540e8_00008
0.21688690842040564,0.2355649471282959,False,,,16,0ea3cca4fe8e47b9a0853985ac41fe47,2021-03-18_15-56-38,1616082998,24.293042182922363,36705,MacBook-Pro-3,192.168.0.4,24.293042182922363,0,16,540e8_00008
0.21688690842040564,0.20783400535583496,False,,,17,0ea3cca4fe8e47b9a0853985ac41fe47,2021-03-18_15-56-38,1616082998,24.5008761882782,36705,MacBook-Pro-3,192.168.0.4,24.5008761882782,0,17,540e8_00008
0.21688690842040564,0.20543289184570312,False,,,18,0ea3cca4fe8e47b9a0853985ac41fe47,2021-03-18_15-56-39,1616082999,24.7063090801239,36705,MacBook-Pro-3,192.168.0.4,24.7063090801239,0,18,540e8_00008
0.21688690842040564,0.21714997291564941,False,,,19,0ea3cca4fe8e47b9a0853985ac41fe47,2021-03-18_15-56-39,1616082999,24.92345905303955,36705,MacBook-Pro-3,192.168.0.4,24.92345905303955,0,19,540e8_00008
0.21688690842040564,0.24129414558410645,False,,,20,0ea3cca4fe8e47b9a0853985ac41fe47,2021-03-18_15-56-39,1616082999,25.164753198623657,36705,MacBook-Pro-3,192.168.0.4,25.164753198623657,0,20,540e8_00008
0.21688690842040564,0.22380900382995605,False,,,21,0ea3cca4fe8e47b9a0853985ac41fe47,2021-03-18_15-56-39,1616082999,25.388562202453613,36705,MacBook-Pro-3,192.168.0.4,25.388562202453613,0,21,540e8_00008
0.21688690842040564,0.23716211318969727,False,,,22,0ea3cca4fe8e47b9a0853985ac41fe47,2021-03-18_15-56-39,1616082999,25.62572431564331,36705,MacBook-Pro-3,192.168.0.4,25.62572431564331,0,22,540e8_00008
0.21688690842040564,0.21225500106811523,False,,,23,0ea3cca4fe8e47b9a0853985ac41fe47,2021-03-18_15-56-40,1616083000,25.837979316711426,36705,MacBook-Pro-3,192.168.0.4,25.837979316711426,0,23,540e8_00008
0.21688690842040564,0.2632458209991455,False,,,24,0ea3cca4fe8e47b9a0853985ac41fe47,2021-03-18_15-56-40,1616083000,26.10122513771057,36705,MacBook-Pro-3,192.168.0.4,26.10122513771057,0,24,540e8_00008
0.21688690842040564,0.2568678855895996,False,,,25,0ea3cca4fe8e47b9a0853985ac41fe47,2021-03-18_15-56-40,1616083000,26.35809302330017,36705,MacBook-Pro-3,192.168.0.4,26.35809302330017,0,25,540e8_00008
0.21688690842040564,0.2616541385650635,False,,,26,0ea3cca4fe8e47b9a0853985ac41fe47,2021-03-18_15-56-40,1616083000,26.619747161865234,36705,MacBook-Pro-3,192.168.0.4,26.619747161865234,0,26,540e8_00008
0.21688690842040564,0.21023106575012207,False,,,27,0ea3cca4fe8e47b9a0853985ac41fe47,2021-03-18_15-56-41,1616083001,26.829978227615356,36705,MacBook-Pro-3,192.168.0.4,26.829978227615356,0,27,540e8_00008
0.21688690842040564,0.2194828987121582,False,,,28,0ea3cca4fe8e47b9a0853985ac41fe47,2021-03-18_15-56-41,1616083001,27.049461126327515,36705,MacBook-Pro-3,192.168.0.4,27.049461126327515,0,28,540e8_00008
0.21688690842040564,0.31236815452575684,False,,,29,0ea3cca4fe8e47b9a0853985ac41fe47,2021-03-18_15-56-41,1616083001,27.36182928085327,36705,MacBook-Pro-3,192.168.0.4,27.36182928085327,0,29,540e8_00008
0.21688690842040564,0.2960047721862793,False,,,30,0ea3cca4fe8e47b9a0853985ac41fe47,2021-03-18_15-56-41,1616083001,27.65783405303955,36705,MacBook-Pro-3,192.168.0.4,27.65783405303955,0,30,540e8_00008
0.21688690842040564,0.2572212219238281,False,,,31,0ea3cca4fe8e47b9a0853985ac41fe47,2021-03-18_15-56-42,1616083002,27.91505527496338,36705,MacBook-Pro-3,192.168.0.4,27.91505527496338,0,31,540e8_00008
0.21688690842040564,0.23940086364746094,False,,,32,0ea3cca4fe8e47b9a0853985ac41fe47,2021-03-18_15-56-42,1616083002,28.15445613861084,36705,MacBook-Pro-3,192.168.0.4,28.15445613861084,0,32,540e8_00008
0.21688690842040564,0.2356090545654297,False,,,33,0ea3cca4fe8e47b9a0853985ac41fe47,2021-03-18_15-56-42,1616083002,28.39006519317627,36705,MacBook-Pro-3,192.168.0.4,28.39006519317627,0,33,540e8_00008
0.21688690842040564,0.19814777374267578,False,,,34,0ea3cca4fe8e47b9a0853985ac41fe47,2021-03-18_15-56-42,1616083002,28.588212966918945,36705,MacBook-Pro-3,192.168.0.4,28.588212966918945,0,34,540e8_00008
0.21688690842040564,0.2209792137145996,False,,,35,0ea3cca4fe8e47b9a0853985ac41fe47,2021-03-18_15-56-43,1616083003,28.809192180633545,36705,MacBook-Pro-3,192.168.0.4,28.809192180633545,0,35,540e8_00008
0.21688690842040564,0.22354793548583984,False,,,36,0ea3cca4fe8e47b9a0853985ac41fe47,2021-03-18_15-56-43,1616083003,29.032740116119385,36705,MacBook-Pro-3,192.168.0.4,29.032740116119385,0,36,540e8_00008
0.21688690842040564,0.26120805740356445,False,,,37,0ea3cca4fe8e47b9a0853985ac41fe47,2021-03-18_15-56-43,1616083003,29.29394817352295,36705,MacBook-Pro-3,192.168.0.4,29.29394817352295,0,37,540e8_00008
0.21688690842040564,0.23677802085876465,False,,,38,0ea3cca4fe8e47b9a0853985ac41fe47,2021-03-18_15-56-43,1616083003,29.530726194381714,36705,MacBook-Pro-3,192.168.0.4,29.530726194381714,0,38,540e8_00008
