binary_error,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id
0.21723263675476337,17.032629013061523,False,,,1,b8f92d7a45fd4a98a1bf6dbe19ed5c77,2021-03-18_15-59-14,1616083154,17.032629013061523,36828,MacBook-Pro-3,192.168.0.4,17.032629013061523,0,1,540e8_00033
0.21723263675476337,0.3436009883880615,False,,,2,b8f92d7a45fd4a98a1bf6dbe19ed5c77,2021-03-18_15-59-14,1616083154,17.376230001449585,36828,MacBook-Pro-3,192.168.0.4,17.376230001449585,0,2,540e8_00033
0.21723263675476337,0.264495849609375,False,,,3,b8f92d7a45fd4a98a1bf6dbe19ed5c77,2021-03-18_15-59-14,1616083154,17.64072585105896,36828,MacBook-Pro-3,192.168.0.4,17.64072585105896,0,3,540e8_00033
0.21723263675476337,0.31018710136413574,False,,,4,b8f92d7a45fd4a98a1bf6dbe19ed5c77,2021-03-18_15-59-15,1616083155,17.950912952423096,36828,MacBook-Pro-3,192.168.0.4,17.950912952423096,0,4,540e8_00033
0.21723263675476337,0.2952299118041992,False,,,5,b8f92d7a45fd4a98a1bf6dbe19ed5c77,2021-03-18_15-59-15,1616083155,18.246142864227295,36828,MacBook-Pro-3,192.168.0.4,18.246142864227295,0,5,540e8_00033
0.21723263675476337,0.2578861713409424,False,,,6,b8f92d7a45fd4a98a1bf6dbe19ed5c77,2021-03-18_15-59-15,1616083155,18.504029035568237,36828,MacBook-Pro-3,192.168.0.4,18.504029035568237,0,6,540e8_00033
0.21723263675476337,0.23931598663330078,False,,,7,b8f92d7a45fd4a98a1bf6dbe19ed5c77,2021-03-18_15-59-15,1616083155,18.743345022201538,36828,MacBook-Pro-3,192.168.0.4,18.743345022201538,0,7,540e8_00033
0.21723263675476337,0.288999080657959,False,,,8,b8f92d7a45fd4a98a1bf6dbe19ed5c77,2021-03-18_15-59-16,1616083156,19.032344102859497,36828,MacBook-Pro-3,192.168.0.4,19.032344102859497,0,8,540e8_00033
0.21723263675476337,0.25743579864501953,False,,,9,b8f92d7a45fd4a98a1bf6dbe19ed5c77,2021-03-18_15-59-16,1616083156,19.289779901504517,36828,MacBook-Pro-3,192.168.0.4,19.289779901504517,0,9,540e8_00033
0.21723263675476337,0.29589128494262695,False,,,10,b8f92d7a45fd4a98a1bf6dbe19ed5c77,2021-03-18_15-59-16,1616083156,19.585671186447144,36828,MacBook-Pro-3,192.168.0.4,19.585671186447144,0,10,540e8_00033
0.21723263675476337,0.25898289680480957,False,,,11,b8f92d7a45fd4a98a1bf6dbe19ed5c77,2021-03-18_15-59-17,1616083157,19.844654083251953,36828,MacBook-Pro-3,192.168.0.4,19.844654083251953,0,11,540e8_00033
0.21723263675476337,0.30277395248413086,False,,,12,b8f92d7a45fd4a98a1bf6dbe19ed5c77,2021-03-18_15-59-17,1616083157,20.147428035736084,36828,MacBook-Pro-3,192.168.0.4,20.147428035736084,0,12,540e8_00033
0.21723263675476337,0.2567291259765625,False,,,13,b8f92d7a45fd4a98a1bf6dbe19ed5c77,2021-03-18_15-59-17,1616083157,20.404157161712646,36828,MacBook-Pro-3,192.168.0.4,20.404157161712646,0,13,540e8_00033
0.21723263675476337,0.2533707618713379,False,,,14,b8f92d7a45fd4a98a1bf6dbe19ed5c77,2021-03-18_15-59-17,1616083157,20.657527923583984,36828,MacBook-Pro-3,192.168.0.4,20.657527923583984,0,14,540e8_00033
0.21723263675476337,0.25372314453125,False,,,15,b8f92d7a45fd4a98a1bf6dbe19ed5c77,2021-03-18_15-59-18,1616083158,20.911251068115234,36828,MacBook-Pro-3,192.168.0.4,20.911251068115234,0,15,540e8_00033
0.21723263675476337,0.25342392921447754,False,,,16,b8f92d7a45fd4a98a1bf6dbe19ed5c77,2021-03-18_15-59-18,1616083158,21.164674997329712,36828,MacBook-Pro-3,192.168.0.4,21.164674997329712,0,16,540e8_00033
0.21723263675476337,0.2594180107116699,False,,,17,b8f92d7a45fd4a98a1bf6dbe19ed5c77,2021-03-18_15-59-18,1616083158,21.424093008041382,36828,MacBook-Pro-3,192.168.0.4,21.424093008041382,0,17,540e8_00033
0.21723263675476337,0.2908298969268799,False,,,18,b8f92d7a45fd4a98a1bf6dbe19ed5c77,2021-03-18_15-59-18,1616083158,21.71492290496826,36828,MacBook-Pro-3,192.168.0.4,21.71492290496826,0,18,540e8_00033
0.21723263675476337,0.26757121086120605,False,,,19,b8f92d7a45fd4a98a1bf6dbe19ed5c77,2021-03-18_15-59-19,1616083159,21.982494115829468,36828,MacBook-Pro-3,192.168.0.4,21.982494115829468,0,19,540e8_00033
0.21723263675476337,0.28517889976501465,False,,,20,b8f92d7a45fd4a98a1bf6dbe19ed5c77,2021-03-18_15-59-19,1616083159,22.267673015594482,36828,MacBook-Pro-3,192.168.0.4,22.267673015594482,0,20,540e8_00033
0.21723263675476337,2.0289201736450195,False,,,21,b8f92d7a45fd4a98a1bf6dbe19ed5c77,2021-03-18_15-59-21,1616083161,24.296593189239502,36828,MacBook-Pro-3,192.168.0.4,24.296593189239502,0,21,540e8_00033
0.21723263675476337,1.9011807441711426,False,,,22,b8f92d7a45fd4a98a1bf6dbe19ed5c77,2021-03-18_15-59-23,1616083163,26.197773933410645,36828,MacBook-Pro-3,192.168.0.4,26.197773933410645,0,22,540e8_00033
